Field_ID,Entity,Field,Data_Type,Requirement,Definition,Validation
P11-FLD-001,Supplier,tenant_id,string,Required,Governed field supporting procurement planning.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-002,SupplierSite,company_id,string,Conditional,Governed field supporting supplier management.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-003,SupplierContact,record_id,string,Conditional,Governed field supporting strategic sourcing.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-004,SupplierClassification,record_number,string,Conditional,Governed field supporting purchase requisitions.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-005,SupplierQualification,record_type,string,Required,Governed field supporting purchase orders.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-006,SupplierInsurance,status,string,Conditional,Governed field supporting subcontract procurement.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-007,SupplierLicense,name,string,Conditional,Governed field supporting inventory control.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-008,SupplierCertificate,description,string,Conditional,Governed field supporting warehouse operations.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-009,SupplierRiskAssessment,project_id,string,Required,Governed field supporting material receiving.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-010,SupplierPerformanceReview,cost_code_id,string,Conditional,Governed field supporting construction logistics.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-011,SupplierScorecard,supplier_id,string,Conditional,Governed field supporting rental management.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-012,SupplierPriceHistory,warehouse_id,string,Conditional,Governed field supporting catalog and item master.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-013,ApprovedSupplier,item_id,string,Required,Governed field supporting procure-to-pay integration.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-014,SupplierDiversityRecord,quantity,decimal,Conditional,Governed field supporting supply chain analytics.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-015,SupplierBankChangeRequest,unit_of_measure,string,Conditional,Governed field supporting ai procurement intelligence.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-016,SourcingEvent,unit_price,decimal,Conditional,Governed field supporting supply chain digital twin.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-017,RFI,extended_amount,decimal,Required,Governed field supporting procurement planning.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-018,RFQ,currency_code,string,Conditional,Governed field supporting supplier management.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-019,RFP,requested_date,string,Conditional,Governed field supporting strategic sourcing.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-020,BidInvitation,required_date,string,Conditional,Governed field supporting purchase requisitions.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-021,SupplierBid,promised_date,string,Required,Governed field supporting purchase orders.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-022,BidLine,actual_date,string,Conditional,Governed field supporting subcontract procurement.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-023,BidClarification,approval_status,string,Conditional,Governed field supporting inventory control.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-024,BidComparison,approved_by,string,Conditional,Governed field supporting warehouse operations.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-025,NegotiationRound,approved_at,string,Required,Governed field supporting material receiving.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-026,AwardRecommendation,risk_score,decimal,Conditional,Governed field supporting construction logistics.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-027,SourcingAward,compliance_status,string,Conditional,Governed field supporting rental management.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-028,PurchaseRequisition,source_system,string,Conditional,Governed field supporting catalog and item master.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-029,RequisitionLine,external_reference,string,Required,Governed field supporting procure-to-pay integration.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-030,RequisitionApproval,created_by,string,Conditional,Governed field supporting supply chain analytics.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-031,EmergencyPurchaseRequest,created_at,string,Conditional,Governed field supporting ai procurement intelligence.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-032,MaterialRequest,updated_by,string,Conditional,Governed field supporting supply chain digital twin.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-033,RentalRequest,updated_at,string,Required,Governed field supporting procurement planning.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-034,ServiceRequest,effective_from,string,Conditional,Governed field supporting supplier management.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-035,PurchaseOrder,effective_to,string,Conditional,Governed field supporting strategic sourcing.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-036,PurchaseOrderLine,version_number,decimal,Conditional,Governed field supporting purchase requisitions.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-037,BlanketPurchaseOrder,is_active,string,Required,Governed field supporting purchase orders.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-038,ReleaseOrder,reason_code,string,Conditional,Governed field supporting subcontract procurement.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-039,PurchaseOrderChange,notes,string,Conditional,Governed field supporting inventory control.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-040,PurchaseOrderApproval,attachment_count,decimal,Conditional,Governed field supporting warehouse operations.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-041,Commitment,tenant_id_2,string,Required,Governed field supporting material receiving.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-042,SubcontractBidPackage,company_id_2,string,Conditional,Governed field supporting construction logistics.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-043,SubcontractorBid,record_id_2,string,Conditional,Governed field supporting rental management.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-044,SubcontractAward,record_number_2,string,Conditional,Governed field supporting catalog and item master.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-045,Subcontract,record_type_2,string,Required,Governed field supporting procure-to-pay integration.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-046,SubcontractLine,status_2,string,Conditional,Governed field supporting supply chain analytics.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-047,SubcontractChange,name_2,string,Conditional,Governed field supporting ai procurement intelligence.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-048,Item,description_2,string,Conditional,Governed field supporting supply chain digital twin.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-049,ItemCategory,project_id_2,string,Required,Governed field supporting procurement planning.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-050,ItemAttribute,cost_code_id_2,string,Conditional,Governed field supporting supplier management.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-051,Manufacturer,supplier_id_2,string,Conditional,Governed field supporting strategic sourcing.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-052,ManufacturerPart,warehouse_id_2,string,Conditional,Governed field supporting purchase requisitions.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-053,UnitOfMeasure,item_id_2,string,Required,Governed field supporting purchase orders.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-054,UnitConversion,quantity_2,decimal,Conditional,Governed field supporting subcontract procurement.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-055,MaterialSubstitution,unit_of_measure_2,string,Conditional,Governed field supporting inventory control.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-056,Catalog,unit_price_2,decimal,Conditional,Governed field supporting warehouse operations.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-057,CatalogItem,extended_amount_2,decimal,Required,Governed field supporting material receiving.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-058,PriceAgreement,currency_code_2,string,Conditional,Governed field supporting construction logistics.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-059,Warehouse,requested_date_2,string,Conditional,Governed field supporting rental management.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-060,WarehouseZone,required_date_2,string,Conditional,Governed field supporting catalog and item master.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-061,BinLocation,promised_date_2,string,Required,Governed field supporting procure-to-pay integration.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-062,InventoryBalance,actual_date_2,string,Conditional,Governed field supporting supply chain analytics.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-063,InventoryLot,approval_status_2,string,Conditional,Governed field supporting ai procurement intelligence.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-064,SerializedInventory,approved_by_2,string,Conditional,Governed field supporting supply chain digital twin.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-065,InventoryReservation,approved_at_2,string,Required,Governed field supporting procurement planning.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-066,InventoryAllocation,risk_score_2,decimal,Conditional,Governed field supporting supplier management.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-067,InventoryTransaction,compliance_status_2,string,Conditional,Governed field supporting strategic sourcing.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-068,InventoryAdjustment,source_system_2,string,Conditional,Governed field supporting purchase requisitions.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-069,InventoryTransfer,external_reference_2,string,Required,Governed field supporting purchase orders.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-070,CycleCount,created_by_2,string,Conditional,Governed field supporting subcontract procurement.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-071,PhysicalInventory,created_at_2,string,Conditional,Governed field supporting inventory control.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-072,CountSheet,updated_by_2,string,Conditional,Governed field supporting warehouse operations.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-073,ReceivingAppointment,updated_at_2,string,Required,Governed field supporting material receiving.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-074,Receipt,effective_from_2,string,Conditional,Governed field supporting construction logistics.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-075,ReceiptLine,effective_to_2,string,Conditional,Governed field supporting rental management.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-076,ReceivingInspection,version_number_2,decimal,Conditional,Governed field supporting catalog and item master.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-077,DamageReport,is_active_2,string,Required,Governed field supporting procure-to-pay integration.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-078,ReturnAuthorization,reason_code_2,string,Conditional,Governed field supporting supply chain analytics.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-079,SupplierReturn,notes_2,string,Conditional,Governed field supporting ai procurement intelligence.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-080,Backorder,attachment_count_2,decimal,Conditional,Governed field supporting supply chain digital twin.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-081,Shipment,tenant_id_3,string,Required,Governed field supporting procurement planning.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-082,ShipmentLine,company_id_3,string,Conditional,Governed field supporting supplier management.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-083,PickList,record_id_3,string,Conditional,Governed field supporting strategic sourcing.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-084,PackingList,record_number_3,string,Conditional,Governed field supporting purchase requisitions.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-085,Delivery,record_type_3,string,Required,Governed field supporting purchase orders.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-086,DeliveryStop,status_3,string,Conditional,Governed field supporting subcontract procurement.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-087,DeliveryWindow,name_3,string,Conditional,Governed field supporting inventory control.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-088,RoutePlan,description_3,string,Conditional,Governed field supporting warehouse operations.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-089,LaydownArea,project_id_3,string,Required,Governed field supporting material receiving.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-090,CranePickPlan,cost_code_id_3,string,Conditional,Governed field supporting construction logistics.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-091,LogisticsConstraint,supplier_id_3,string,Conditional,Governed field supporting rental management.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-092,RentalContract,warehouse_id_3,string,Conditional,Governed field supporting catalog and item master.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-093,RentalAsset,item_id_3,string,Required,Governed field supporting procure-to-pay integration.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-094,RentalRate,quantity_3,decimal,Conditional,Governed field supporting supply chain analytics.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-095,RentalUsage,unit_of_measure_3,string,Conditional,Governed field supporting ai procurement intelligence.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-096,OffRentNotice,unit_price_3,decimal,Conditional,Governed field supporting supply chain digital twin.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-097,RentalDamage,extended_amount_3,decimal,Required,Governed field supporting procurement planning.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-098,FuelCharge,currency_code_3,string,Conditional,Governed field supporting supplier management.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-099,ThreeWayMatch,requested_date_3,string,Conditional,Governed field supporting strategic sourcing.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-100,MatchException,required_date_3,string,Conditional,Governed field supporting purchase requisitions.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-101,ProcurementAccrual,promised_date_3,string,Required,Governed field supporting purchase orders.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-102,InvoiceReadiness,actual_date_3,string,Conditional,Governed field supporting subcontract procurement.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-103,DemandForecast,approval_status_3,string,Conditional,Governed field supporting inventory control.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-104,ReplenishmentPolicy,approved_by_3,string,Conditional,Governed field supporting warehouse operations.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-105,SafetyStockPolicy,approved_at_3,string,Required,Governed field supporting material receiving.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-106,ReorderRecommendation,risk_score_3,decimal,Conditional,Governed field supporting construction logistics.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-107,LeadTimeProfile,compliance_status_3,string,Conditional,Governed field supporting rental management.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-108,PriceForecast,source_system_3,string,Conditional,Governed field supporting catalog and item master.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-109,SupplyRisk,external_reference_3,string,Required,Governed field supporting procure-to-pay integration.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-110,SupplyChainScenario,created_by_3,string,Conditional,Governed field supporting supply chain analytics.,"Tenant-scoped; validate length, type, reference and status rules"
