requirement_id,domain,priority,requirement,acceptance_criteria,version,status
P26-REQ-001,Estimate Lifecycle,Must,"GrounUp shall implement governed estimate lifecycle execution capability 1 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence.","Capability 1 passes when inputs, library snapshot/version, formulas/rules, units, output values, rounding, scenario behavior, overrides, audit lineage and mapped tests are reproducible.",v1.0.0,Implementation-ready
P26-REQ-002,Estimate Versions,Must,"GrounUp shall implement governed estimate versions execution capability 2 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence.","Capability 2 passes when inputs, library snapshot/version, formulas/rules, units, output values, rounding, scenario behavior, overrides, audit lineage and mapped tests are reproducible.",v1.0.0,Implementation-ready
P26-REQ-003,Estimate Templates,Must,"GrounUp shall implement governed estimate templates execution capability 3 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence.","Capability 3 passes when inputs, library snapshot/version, formulas/rules, units, output values, rounding, scenario behavior, overrides, audit lineage and mapped tests are reproducible.",v1.0.0,Implementation-ready
P26-REQ-004,Service Selection,Must,"GrounUp shall implement governed service selection execution capability 4 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence.","Capability 4 passes when inputs, library snapshot/version, formulas/rules, units, output values, rounding, scenario behavior, overrides, audit lineage and mapped tests are reproducible.",v1.0.0,Implementation-ready
P26-REQ-005,Assembly Expansion,Must,"GrounUp shall implement governed assembly expansion execution capability 5 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence.","Capability 5 passes when inputs, library snapshot/version, formulas/rules, units, output values, rounding, scenario behavior, overrides, audit lineage and mapped tests are reproducible.",v1.0.0,Implementation-ready
P26-REQ-006,Quantity Input,Must,"GrounUp shall implement governed quantity input execution capability 6 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence.","Capability 6 passes when inputs, library snapshot/version, formulas/rules, units, output values, rounding, scenario behavior, overrides, audit lineage and mapped tests are reproducible.",v1.0.0,Implementation-ready
P26-REQ-007,Quantity Takeoff Intake,Must,"GrounUp shall implement governed quantity takeoff intake execution capability 7 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence.","Capability 7 passes when inputs, library snapshot/version, formulas/rules, units, output values, rounding, scenario behavior, overrides, audit lineage and mapped tests are reproducible.",v1.0.0,Implementation-ready
P26-REQ-008,Labor Cost,Must,"GrounUp shall implement governed labor cost execution capability 8 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence.","Capability 8 passes when inputs, library snapshot/version, formulas/rules, units, output values, rounding, scenario behavior, overrides, audit lineage and mapped tests are reproducible.",v1.0.0,Implementation-ready
P26-REQ-009,Labor Burden,Must,"GrounUp shall implement governed labor burden execution capability 9 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence.","Capability 9 passes when inputs, library snapshot/version, formulas/rules, units, output values, rounding, scenario behavior, overrides, audit lineage and mapped tests are reproducible.",v1.0.0,Implementation-ready
P26-REQ-010,Crew Composition,Must,"GrounUp shall implement governed crew composition execution capability 10 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence.","Capability 10 passes when inputs, library snapshot/version, formulas/rules, units, output values, rounding, scenario behavior, overrides, audit lineage and mapped tests are reproducible.",v1.0.0,Implementation-ready
