requirement_id,domain,verification,domain_status,unmet_conditions,met_conditions,gap
P17-REQ-001,Machine Control Core,not_verified,partial,approved design/localization inputs; compatible device context; safety and quality gates; synchronization behavior; mapped test evidence,operator authority,"A design file is versioned, typed, checksummed, published with an actor, superseded rather than replaced, and assigned to one machine at a time — the chain of custody from a surface to a blade, fully governed since 0048. What is absent is the machine end of it: no device, no session, no runtime state. Blocked platform-wide by: approved design/localization inputs (not_met), compatible device context (not_met), safety and quality gates (not_met), synchronization behavior (not_met), mapped test evidence (not_met)."
P17-REQ-002,GPS/GNSS Positioning,not_verified,not_built,approved design/localization inputs; compatible device context; safety and quality gates; synchronization behavior; mapped test evidence,operator authority,"No receiver, no correction source, no base station, no fix quality, no position. Blocked platform-wide by: approved design/localization inputs (not_met), compatible device context (not_met), safety and quality gates (not_met), synchronization behavior (not_met), mapped test evidence (not_met)."
P17-REQ-003,Localization & Calibration,not_verified,not_built,approved design/localization inputs; compatible device context; safety and quality gates; synchronization behavior; mapped test evidence,operator authority,"No site calibration, no control point, no residual, no transformation — the absence that fails the design/localization condition. Blocked platform-wide by: approved design/localization inputs (not_met), compatible device context (not_met), safety and quality gates (not_met), synchronization behavior (not_met), mapped test evidence (not_met)."
P17-REQ-004,3D Models & Surfaces,not_verified,partial,approved design/localization inputs; compatible device context; safety and quality gates; synchronization behavior; mapped test evidence,operator authority,"Surfaces are governed, georeferenced since 0047, frozen once published since 0048, and differenced by a tested engine. They are grids: there is no triangulated model, no breakline, no alignment, no corridor. Blocked platform-wide by: approved design/localization inputs (not_met), compatible device context (not_met), safety and quality gates (not_met), synchronization behavior (not_met), mapped test evidence (not_met)."
P17-REQ-005,2D Guidance,not_verified,not_built,approved design/localization inputs; compatible device context; safety and quality gates; synchronization behavior; mapped test evidence,operator authority,"No guidance of any kind; nothing is sent to a machine but a file reference. Blocked platform-wide by: approved design/localization inputs (not_met), compatible device context (not_met), safety and quality gates (not_met), synchronization behavior (not_met), mapped test evidence (not_met)."
P17-REQ-006,3D Guidance,not_verified,not_built,approved design/localization inputs; compatible device context; safety and quality gates; synchronization behavior; mapped test evidence,operator authority,"No guidance runtime, no blade position, no target elevation, no cut/fill to grade. Blocked platform-wide by: approved design/localization inputs (not_met), compatible device context (not_met), safety and quality gates (not_met), synchronization behavior (not_met), mapped test evidence (not_met)."
P17-REQ-007,Automatic Grade Control,not_verified,not_built,approved design/localization inputs; compatible device context; safety and quality gates; synchronization behavior; mapped test evidence,operator authority,"No automatics, no valve, no control loop, no hydraulic interface. Blocked platform-wide by: approved design/localization inputs (not_met), compatible device context (not_met), safety and quality gates (not_met), synchronization behavior (not_met), mapped test evidence (not_met)."
P17-REQ-008,Excavator Guidance,not_verified,not_built,approved design/localization inputs; compatible device context; safety and quality gates; synchronization behavior; mapped test evidence,operator authority,"Not built. Blocked platform-wide by: approved design/localization inputs (not_met), compatible device context (not_met), safety and quality gates (not_met), synchronization behavior (not_met), mapped test evidence (not_met)."
P17-REQ-009,Dozer Guidance,not_verified,not_built,approved design/localization inputs; compatible device context; safety and quality gates; synchronization behavior; mapped test evidence,operator authority,"Not built. Blocked platform-wide by: approved design/localization inputs (not_met), compatible device context (not_met), safety and quality gates (not_met), synchronization behavior (not_met), mapped test evidence (not_met)."
P17-REQ-010,Grader Guidance,not_verified,not_built,approved design/localization inputs; compatible device context; safety and quality gates; synchronization behavior; mapped test evidence,operator authority,"Not built. Blocked platform-wide by: approved design/localization inputs (not_met), compatible device context (not_met), safety and quality gates (not_met), synchronization behavior (not_met), mapped test evidence (not_met)."
