requirement_id,domain,verification,domain_status,unmet_conditions,met_conditions,gap
P23-REQ-001,Repository & Monorepo Governance,not_verified,partial,source requirement references; owner/evidence fields; applicable Phase 22 execution controls,implementation artifacts; automated checks,"A workspace monorepo with a dependency-free engine package, a renderer, a web app, functions and shared modules, and one gate over all of it. There is no ownership file, no per-package release, no dependency policy and no import boundary enforced by tooling. Blocked platform-wide by: source requirement references (not_met), owner/evidence fields (not_met), applicable Phase 22 execution controls (not_met)."
P23-REQ-002,Application Architecture,not_verified,partial,source requirement references; owner/evidence fields; applicable Phase 22 execution controls,implementation artifacts; automated checks,"The five-category rule is enforced against the live schema rather than documented — every table is an engine, library, entity, workflow or agent, and an unclassified one fails the build. Deterministic computation is separated from advisory AI by constraint. What is missing is architecture as a described thing: no module boundary enforcement, no layering rule, no dependency direction check. Blocked platform-wide by: source requirement references (not_met), owner/evidence fields (not_met), applicable Phase 22 execution controls (not_met)."
P23-REQ-003,Identity & Access,not_verified,partial,source requirement references; owner/evidence fields; applicable Phase 22 execution controls,implementation artifacts; automated checks,"Judged in full at P01, where 9 of 25 controls are met. Authentication is Supabase Auth's; authorization is this platform's and is thorough. Sessions, devices and external identities are absent. Blocked platform-wide by: source requirement references (not_met), owner/evidence fields (not_met), applicable Phase 22 execution controls (not_met)."
P23-REQ-004,Multi-Tenant SaaS Foundation,not_verified,built,source requirement references; owner/evidence fields; applicable Phase 22 execution controls,implementation artifacts; automated checks,"Blocked platform-wide by: source requirement references (not_met), owner/evidence fields (not_met), applicable Phase 22 execution controls (not_met)."
P23-REQ-005,Canonical Data Layer,not_verified,partial,source requirement references; owner/evidence fields; applicable Phase 22 execution controls,implementation artifacts; automated checks,"One schema shared by every module, judged in full at P03 where 41 of 75 concerns are met. It is the strongest layer in the platform and it is not a separately addressable data layer: there is no repository pattern, no data access library, and modules reach the tables directly through PostgREST. Blocked platform-wide by: source requirement references (not_met), owner/evidence fields (not_met), applicable Phase 22 execution controls (not_met)."
P23-REQ-006,API & Event Platform,not_verified,partial,source requirement references; owner/evidence fields; applicable Phase 22 execution controls,implementation artifacts; automated checks,"Nine versioned endpoints behind a pure authorization function with one error shape, an OpenAPI specification generated from the route table with drift failing the build, scoped keys stored only as a hash. The event half does not exist: no bus, no publish, no subscribe, no webhook. Blocked platform-wide by: source requirement references (not_met), owner/evidence fields (not_met), applicable Phase 22 execution controls (not_met)."
P23-REQ-007,Master Library Services,not_verified,partial,source requirement references; owner/evidence fields; applicable Phase 22 execution controls,implementation artifacts; automated checks,"Three-tier scope with platform, enterprise group and company precedence, approval before activation, versioned rows with validity derived rather than stored, and snapshot capture. Judged at P25, 79% verified. Blocked platform-wide by: source requirement references (not_met), owner/evidence fields (not_met), applicable Phase 22 execution controls (not_met)."
P23-REQ-008,Estimating Platform Foundation,not_verified,partial,source requirement references; owner/evidence fields; applicable Phase 22 execution controls,implementation artifacts; automated checks,"The most thoroughly built and most thoroughly verified part of the platform: 529 engine tests, P26 at 75%, P25 at 79%, P05 at 52%, with library snapshots making an issued price reproducible against the rates that made it. Blocked platform-wide by: source requirement references (not_met), owner/evidence fields (not_met), applicable Phase 22 execution controls (not_met)."
P23-REQ-009,AI Service Foundation,not_verified,partial,source requirement references; owner/evidence fields; applicable Phase 22 execution controls,implementation artifacts; automated checks,"One agent, one model catalog, versioned prompts, append-only messages, metered usage with an allowance checked before a request runs. There is no model registry, no evaluation and no fallback. Blocked platform-wide by: source requirement references (not_met), owner/evidence fields (not_met), applicable Phase 22 execution controls (not_met)."
P23-REQ-010,Document/Plan Intelligence,not_verified,partial,source requirement references; owner/evidence fields; applicable Phase 22 execution controls,implementation artifacts; automated checks,"PDF splitting, text-layer detection, sheet classification against the National CAD Standard, full-text search, and a governed analyst capped at draft authority with citations. OCR is a pluggable interface with no implementation behind it. Blocked platform-wide by: source requirement references (not_met), owner/evidence fields (not_met), applicable Phase 22 execution controls (not_met)."
P23-REQ-011,Workflow & Approval Engine,not_verified,not_built,source requirement references; owner/evidence fields; applicable Phase 22 execution controls,implementation artifacts; automated checks,"No engine. Approvals are per-object rules in the schema — authority limits by amount, approval before activation, period cutoffs — and there is no configurable workflow, no state machine a tenant can define, no routing and no escalation. P01 and P07 recorded the same. Blocked platform-wide by: source requirement references (not_met), owner/evidence fields (not_met), applicable Phase 22 execution controls (not_met)."
