requirement_id,domain,verification,domain_status,unmet_conditions,met_conditions,gap
P29-REQ-001,Analytics Platform Architecture,not_verified,partial,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"The architecture is deliberate and documented — a view layer over the normalized schema, governed metric definitions above it, one evaluation path, no copies. It is an architecture for a semantic layer, not for an analytics platform: no separate compute, no storage tier, no workload isolation. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-002,Operational Data Replication,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"No replica, no read-only analytics copy, no replication lag to monitor. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-003,Data Warehouse,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"No warehouse. Reporting reads the operational schema directly. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-004,Lakehouse/Object Analytics,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"No object storage analytics, no table format, no external tables. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-005,Bronze/Silver/Gold Layers,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"No layering. There is one layer, and it is the operational schema. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-006,ETL/ELT,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"No extract, transform or load of any kind. The views are the only transformation and they run at query time. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-007,CDC,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"No change data capture, no log reader, no stream of row changes. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-008,Batch Ingestion,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"No batch load, no staging area, no file-based ingestion into analytics. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-009,Streaming Ingestion,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"No stream, no event ingestion — the absence P20 and P30 both recorded from other sides. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-010,Pipeline Orchestration,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"No scheduler, no DAG, no dependency between transformations, no run history. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-011,Schema Evolution,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"Migrations are ordered and forward-only, which governs the operational schema. There is no analytics schema to evolve and no compatibility policy for one. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-012,Data Contracts,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"No contract between a producer and a consumer of analytics data, no schema registry, no breaking-change gate. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-013,Canonical Dimensions,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"No dimension tables, no conformed dimensions, no shared keys across marts. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-014,Fact Tables,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"No fact tables. Aggregation happens in views at query time. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-015,Slowly Changing Dimensions,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"No dimension history. The platform tracks history where it matters commercially — library rates, plan versions, document revisions, metric definitions — through append-only version tables rather than through a dimensional model. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-016,Semantic Model,not_verified,partial,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"Ten views and sixteen governed metrics over a normalized schema, with lineage from metric to view enforced by test. There is no dimensional model: no conformed dimensions, no fact tables, no hierarchies and no drill path. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-017,Metric Definitions,not_verified,built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-018,KPI Registry,not_verified,partial,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"The metric catalog is a registry in everything but name — keyed, described, unit-typed, grain-typed, targeted, versioned and permissioned. What is missing is the KPI layer above it: no scorecard, no owner, no review cadence, no threshold alerting against the targets it already stores. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-019,Measure Calculation,not_verified,partial,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"One function evaluates every platform-defined measure, and the API and any screen read it rather than computing separately. Only platform definitions are executed, deliberately; there is no user-defined measure, no calculated column and no measure composition. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-020,Time Intelligence,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"No period-over-period comparison, no year-to-date, no rolling window, no fiscal calendar in the semantic layer. Financial periods exist as an accounting control and nothing reports across them. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-021,Financial Analytics,not_verified,partial,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"`reporting_project_financials` computes cost, billing, retainage, margin and change order ratio per project, and nine metrics are defined over it. It is served through the public API and read by no screen. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-022,Estimating Analytics,not_verified,partial,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"`reporting_bid_performance` computes bid hit rate and estimates submitted by month and division. There is no bid-versus-actual analysis, no estimator performance and no cost-model calibration. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-023,Production Analytics,not_verified,partial,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"Quantities and hours are reconcilable against estimated production rates through the same view and the engine's own output. Nothing computes the comparison. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-024,Project Analytics,not_verified,partial,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"The same view carries project-grain cost and billing. There is no project health score, no earned value, no trend and no portfolio roll-up. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-025,Schedule Analytics,not_verified,partial,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"`reporting_schedule_variance` compares the current calculation against the current baseline, with float derivable only from an actual critical-path calculation. There is no trend, no schedule performance index and no look-ahead analytics. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-026,Commercial Analytics,not_verified,partial,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"Change order ratio is computed and claims carry derived deadlines. There is no exposure analysis, no claim outcome history and no contract performance view. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-027,CRM Analytics,not_verified,partial,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"Bid performance covers the win rate. There is no pipeline conversion, no source attribution, no customer lifetime value and no forecast. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-028,Workforce Analytics,not_verified,partial,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"`reporting_labor_productivity` computes approved hours and premium-hour ratio by week, project and cost code. There is no crew productivity against estimate, no absence analysis and no turnover. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-029,Fleet Analytics,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"No reporting view for fleet at all. Utilization is computed on a screen from demonstration data; cost per hour, availability and replacement analysis do not exist. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-030,Procurement Analytics,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"No reporting view. No spend analysis, no vendor performance, no commitment versus actual. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-031,Safety Analytics,not_verified,partial,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"The strongest of the analytics domains after this phase: incidents by month, and TRIR and DART correctly computed against approved hours, with the definition errors found and fixed. There is no leading indicator, no observation rate, no trend and no benchmark. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-032,Document/AI Analytics,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"No reporting view. AI requests are metered for billing and nothing analyzes finding accuracy, acceptance rate or model performance. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-033,Regional Pricing Analytics,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"Regional pricing exists in the estimating libraries as condition modifiers. Nothing analyzes it: no regional benchmark, no price trend, no market comparison. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-034,Benchmarking,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"No internal benchmark, no peer comparison, no industry reference. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-035,Historical Trends,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"No trend of anything. Every metric returns a current value. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-036,Forecasting,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"No forecast, no projection, no model of any kind. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-037,Scenario Analytics,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"No scenario, no what-if, no sensitivity analysis over analytics data. The estimating engine supports scenario comparison; nothing carries it into reporting. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-038,Portfolio Analytics,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"No portfolio roll-up, no cross-project aggregation above the company grain, no capital allocation view. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-039,Executive Dashboards,not_verified,partial,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"A dashboard screen exists and reads demonstration fixtures. Nothing on it comes from the semantic layer. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-040,Operational Dashboards,not_verified,partial,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"Same: the screens are built, complete and fed by static data. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-041,Self-Service Reporting,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"No report builder, no saved report, no user-defined visualization. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-042,Ad Hoc Analysis,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"No query surface, no exploration, no pivot. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
P29-REQ-043,Report Scheduling,not_verified,not_built,transformation version; reconciliation; data quality; query/report behavior,source-to-target lineage; tenant/security scope; metric definition; freshness; mapped tests,"No schedule, no recurrence, no delivery. Blocked platform-wide by: transformation version (not_met), reconciliation (not_met), data quality (not_met), query/report behavior (not_met)."
