event_id,event_name,version,envelope,delivery,status
P30-EVT-001,commercial.tenant.provisioned,v1,"event_id,event_name,version,tenant_id,commercial_object_id,occurred_at,correlation_id,idempotency_key,payload",Tenant scoped; auditable; idempotent consumer expectations,Proposed
P30-EVT-002,commercial.plan.version.published,v1,"event_id,event_name,version,tenant_id,commercial_object_id,occurred_at,correlation_id,idempotency_key,payload",Tenant scoped; auditable; idempotent consumer expectations,Proposed
P30-EVT-003,commercial.subscription.created,v1,"event_id,event_name,version,tenant_id,commercial_object_id,occurred_at,correlation_id,idempotency_key,payload",Tenant scoped; auditable; idempotent consumer expectations,Proposed
P30-EVT-004,commercial.subscription.changed,v1,"event_id,event_name,version,tenant_id,commercial_object_id,occurred_at,correlation_id,idempotency_key,payload",Tenant scoped; auditable; idempotent consumer expectations,Proposed
P30-EVT-005,commercial.subscription.renewed,v1,"event_id,event_name,version,tenant_id,commercial_object_id,occurred_at,correlation_id,idempotency_key,payload",Tenant scoped; auditable; idempotent consumer expectations,Proposed
P30-EVT-006,commercial.subscription.cancelled,v1,"event_id,event_name,version,tenant_id,commercial_object_id,occurred_at,correlation_id,idempotency_key,payload",Tenant scoped; auditable; idempotent consumer expectations,Proposed
P30-EVT-007,commercial.invoice.issued,v1,"event_id,event_name,version,tenant_id,commercial_object_id,occurred_at,correlation_id,idempotency_key,payload",Tenant scoped; auditable; idempotent consumer expectations,Proposed
P30-EVT-008,commercial.payment.succeeded,v1,"event_id,event_name,version,tenant_id,commercial_object_id,occurred_at,correlation_id,idempotency_key,payload",Tenant scoped; auditable; idempotent consumer expectations,Proposed
P30-EVT-009,commercial.payment.failed,v1,"event_id,event_name,version,tenant_id,commercial_object_id,occurred_at,correlation_id,idempotency_key,payload",Tenant scoped; auditable; idempotent consumer expectations,Proposed
P30-EVT-010,commercial.credit.issued,v1,"event_id,event_name,version,tenant_id,commercial_object_id,occurred_at,correlation_id,idempotency_key,payload",Tenant scoped; auditable; idempotent consumer expectations,Proposed
P30-EVT-011,commercial.usage.accepted,v1,"event_id,event_name,version,tenant_id,commercial_object_id,occurred_at,correlation_id,idempotency_key,payload",Tenant scoped; auditable; idempotent consumer expectations,Proposed
P30-EVT-012,commercial.quota.threshold_reached,v1,"event_id,event_name,version,tenant_id,commercial_object_id,occurred_at,correlation_id,idempotency_key,payload",Tenant scoped; auditable; idempotent consumer expectations,Proposed
